username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls
geraldoalckmin,,"O Brasil é o maior exportador mundial de carne de frango, segundo maior de carne vermelha e terceiro de carne suína. É fundamental melhorar o sistema de defesa sanitária para estimular ainda mais a exportação #equipeGA",8,65,29,1012354812493647872,https://twitter.com/geraldoalckmin/status/1012354812493647872,74215006,2018-06-28 15:19:30+00:00,Thu Jun 28 15:19:30 +0000 2018,#equipeGA,,,
geraldoalckmin,,"Uma das diretrizes é criar benefícios aos produtores rurais para estimular as boas práticas agrícolas, o cumprimento da legislação ambiental e a diversificação da atividade, visando a sustentabilidade econômica, social e ambiental #equipeGA",5,48,26,1012354324532482049,https://twitter.com/geraldoalckmin/status/1012354324532482049,74215006,2018-06-28 15:17:34+00:00,Thu Jun 28 15:17:34 +0000 2018,#equipeGA,,,
geraldoalckmin,,"Geraldo Alckmin acaba de lançar, no Paraná, as diretrizes do seu plano de governo para o #agronegócio ao lado de um time de craques: Alexandre Mendonça de Barros, Paulo Martins e Luiz Lourenço #equipeGA",16,85,26,1012353330163658753,https://twitter.com/geraldoalckmin/status/1012353330163658753,74215006,2018-06-28 15:13:37+00:00,Thu Jun 28 15:13:37 +0000 2018,#agroneg #equipeGA,,,
geraldoalckmin,neymarjr,"Valeu, Seleção! Ganhamos e já estamos melhores que a Alemanha! #GigantesPorNatureza #JuntosPeloBrasil",23,253,94,1012060898876370947,https://twitter.com/geraldoalckmin/status/1012060898876370947,74215006,2018-06-27 19:51:36+00:00,Wed Jun 27 19:51:36 +0000 2018,#GigantesPorNatureza #JuntosPeloBrasil,,,https://twitter.com/neymarjr/status/20860617034
geraldoalckmin,,"Agora! Geraldo Alckmin ao vivo no programa Nossa Voz, da Rádio Grande Rio, de Petrolina. Acompanhe pelo: http://facebook.com/nossavoz #equipeGA",7,46,29,1011942365161033728,https://twitter.com/geraldoalckmin/status/1011942365161033728,74215006,2018-06-27 12:00:35+00:00,Wed Jun 27 12:00:35 +0000 2018,#equipeGA,,,http://facebook.com/nossavoz
geraldoalckmin,,"Daqui a pouco! Geraldo Alckmin ao vivo no programa Nossa Voz, da Rádio Grande Rio. Não perca! Acompanhe pelo: http://facebook.com/nossavoz #equipeGA",16,68,24,1011923364284420102,https://twitter.com/geraldoalckmin/status/1011923364284420102,74215006,2018-06-27 10:45:05+00:00,Wed Jun 27 10:45:05 +0000 2018,#equipeGA,,,http://facebook.com/nossavoz
geraldoalckmin,,Geraldo Alckmin anuncia agora: PSDB é o primeiro partido político do Brasil a homologar a destinação dos 30% do fundo eleitoral às mulheres. #equipeGA,47,248,158,1011684838615736321,https://twitter.com/geraldoalckmin/status/1011684838615736321,74215006,2018-06-26 18:57:16+00:00,Tue Jun 26 18:57:16 +0000 2018,#equipeGA,,,
geraldoalckmin,,Quer saber de onde deve ser o vice de Geraldo Alckmin? Assista ao vídeo: #equipeGA,46,292,113,1010661997309059073,https://twitter.com/geraldoalckmin/status/1010661997309059073,74215006,2018-06-23 23:12:52+00:00,Sat Jun 23 23:12:52 +0000 2018,#equipeGA,,,
geraldoalckmin,,"Perdemos hoje um brasileiro imenso, de coração e cabeça empenhados no povo sofrido do Brasil. Em 70 anos de vida pública honrada, Waldir Pires foi vereador, deputado, ministro e governador. Ele dizia que a boa política é necessária porque é a única forma de organizar a sociedade.",27,223,51,1010254896308871168,https://twitter.com/geraldoalckmin/status/1010254896308871168,74215006,2018-06-22 20:15:11+00:00,Fri Jun 22 20:15:11 +0000 2018,,,,
geraldoalckmin,,Adivinha quem vai fugir dos debates. #equipeGA,384,1488,1080,1010243693977264128,https://twitter.com/geraldoalckmin/status/1010243693977264128,74215006,2018-06-22 19:30:40+00:00,Fri Jun 22 19:30:40 +0000 2018,#equipeGA,,,
geraldoalckmin,,"Queremos alianças não só para vencer, mas para governar e mudar o Brasil. Na última eleição, o PT disse que “faria o diabo” para ganhar – e deu no que deu. Não vamos seguir esse mau exemplo. O Brasil merece dedicação, autoridade e responsabilidade. É esse o meu compromisso.",87,624,231,1009597026290536448,https://twitter.com/geraldoalckmin/status/1009597026290536448,74215006,2018-06-21 00:41:03+00:00,Thu Jun 21 00:41:03 +0000 2018,,,,
geraldoalckmin,PSDBoficial,"Estamos a caminho, amigos de Pernambuco!",17,144,27,1009596817758146561,https://twitter.com/geraldoalckmin/status/1009596817758146561,74215006,2018-06-21 00:40:13+00:00,Thu Jun 21 00:40:13 +0000 2018,,,,https://twitter.com/Rede45/status/1009579757359464456
geraldoalckmin,,"No 1º mês no Palácio do Planalto, terei 4 reformas para enviar ao Congresso: a Reforma Tributária, porque o Estado não pode ser um peso; a Política - não podemos ter 35 partidos; a da Previdência, com um regime único para todos; e a do Estado, hoje muito maior do que deveria.",351,1857,654,1009562631294857216,https://twitter.com/geraldoalckmin/status/1009562631294857216,74215006,2018-06-20 22:24:22+00:00,Wed Jun 20 22:24:22 +0000 2018,,,,
geraldoalckmin,Metropoles,Ao vivo agora no @Metropoles! Acompanhe! #equipeGA,4,27,5,1009439886410223616,https://twitter.com/geraldoalckmin/status/1009439886410223616,74215006,2018-06-20 14:16:38+00:00,Wed Jun 20 14:16:38 +0000 2018,#equipeGA,@Metropoles,,https://twitter.com/Metropoles/status/1009438957027725313
geraldoalckmin,PSDBoficial,Sem medo:,100,521,119,1009198660486336513,https://twitter.com/geraldoalckmin/status/1009198660486336513,74215006,2018-06-19 22:18:05+00:00,Tue Jun 19 22:18:05 +0000 2018,,,,https://twitter.com/Rede45/status/1009198033794490369
geraldoalckmin,,"Na lata! Hoje de manhã, na rádio Jovem Pan, perguntaram ao Geraldo Alckmin se ele daria o perdão presidencial a Lula e o que ele acha da candidatura de Jair Bolsonaro. Veja o que ele disse! #equipeGA",101,453,138,1009110401768984576,https://twitter.com/geraldoalckmin/status/1009110401768984576,74215006,2018-06-19 16:27:22+00:00,Tue Jun 19 16:27:22 +0000 2018,#equipeGA,,,
geraldoalckmin,,"""Violência é um problema para todo o país. O que temos que fazer: primeiro, fronteira. Nós não produzimos cocaína. Produzimos soja, café, milho. Conversei ontem com o General Villas Boas. Temos que fazer um grande trabalho nas fronteiras"". #AlckminNaJovemPan",17,99,51,1009058560993611776,https://twitter.com/geraldoalckmin/status/1009058560993611776,74215006,2018-06-19 13:01:22+00:00,Tue Jun 19 13:01:22 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,"""Sobre o combustível: não pode variar o preço todo dia. Em 15 dias, 11 reajustes. Imagine! Você contrata um frete, no meio do caminho já tem prejuízo. Precisa ter previsibilidade de 30 dias pelo menos. Se o preço do petróleo disparar, você reduz imposto"". #AlckminNaJovemPan",22,114,40,1009056726564384768,https://twitter.com/geraldoalckmin/status/1009056726564384768,74215006,2018-06-19 12:54:05+00:00,Tue Jun 19 12:54:05 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,"""O que é o novo? O novo é defender o interesse coletivo, a dona Maria, o seu José. Eu vou enfrentar as corporações, tanto públicas quanto privadas. Vou botar o dedo na ferida. Não me escondo."" #AlckminNaJovemPan",33,182,80,1009052986071535618,https://twitter.com/geraldoalckmin/status/1009052986071535618,74215006,2018-06-19 12:39:13+00:00,Tue Jun 19 12:39:13 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,"""Se o Brasil não voltar a crescer, não tem emprego. Para crescer, precisa ter investimento. Para ter investimento, precisa ter confiança"". #AlckminNaJovemPan",30,198,89,1009051790510260229,https://twitter.com/geraldoalckmin/status/1009051790510260229,74215006,2018-06-19 12:34:28+00:00,Tue Jun 19 12:34:28 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,"""Tem gente que gosta de caviar, eu gosto de café. Sou até criticado por isso. Escuto os jovens, eles querem saber se vão ter emprego. Nós vamos fazer o Brasil crescer, ter renda, trabalho. Tem uma diferença entre o falar e o fazer. Nós já fizemos."" #AlckminNaJovemPan",105,719,399,1009048077221625857,https://twitter.com/geraldoalckmin/status/1009048077221625857,74215006,2018-06-19 12:19:43+00:00,Tue Jun 19 12:19:43 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,""" O Aécio Neves ainda não foi julgado. Vai ser julgado e vamos respeitar a decisão da Justiça. Muito diferentemente do PT, que vai acampar na porta de penitenciária, desacreditar a Justiça."" #AlckminNaJovemPan",67,372,221,1009046052920610817,https://twitter.com/geraldoalckmin/status/1009046052920610817,74215006,2018-06-19 12:11:40+00:00,Tue Jun 19 12:11:40 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,"""O Itamar Franco teve a felicidade de escolher o Fernando Henrique como ministro da Fazenda, e ele teve felicidade de trazer os melhores economistas brasileiros: Persio Arida, Edmar Bacha, José Roberto Mendonça de Barros. Aliás, os três estão conosco."" #AlckminNaJovemPan",34,170,30,1009045441529438208,https://twitter.com/geraldoalckmin/status/1009045441529438208,74215006,2018-06-19 12:09:15+00:00,Tue Jun 19 12:09:15 +0000 2018,#AlckminNaJovemPan,,,
geraldoalckmin,,Estamos ao vivo no @portaljovempan. Acompanhe em http://jp.com.br/aovivo e participe usando a hashtag #AlckminNaJovemPan.,7,42,5,1009044460947361793,https://twitter.com/geraldoalckmin/status/1009044460947361793,74215006,2018-06-19 12:05:21+00:00,Tue Jun 19 12:05:21 +0000 2018,#AlckminNaJovemPan,@portaljovempan,,http://jp.com.br/aovivo
geraldoalckmin,,Ao vivo agora na Jovem Pan! Acompanhe! https://www.facebook.com/portaljovempan/videos/10155493182886472/ #AlckminNaJovemPan #equipeGA,6,35,16,1009044107547807744,https://twitter.com/geraldoalckmin/status/1009044107547807744,74215006,2018-06-19 12:03:57+00:00,Tue Jun 19 12:03:57 +0000 2018,#AlckminNaJovemPan #equipeGA,,,https://www.facebook.com/portaljovempan/videos/10155493182886472/
geraldoalckmin,sensacionalista,Talvez ficasse melhor com o penteado que vocês sugeriram em outra matéria. Será que @lualckmin_ aprovaria? #equipeGA,18,190,43,1008719021267718145,https://twitter.com/geraldoalckmin/status/1008719021267718145,74215006,2018-06-18 14:32:10+00:00,Mon Jun 18 14:32:10 +0000 2018,#equipeGA,@lualckmin_,,
geraldoalckmin,,Ao vivo agora! Acompanhe: https://www.facebook.com/geraldoalckmin/videos/10158142436352837/ #equipeGA,5,42,16,1008684036015972354,https://twitter.com/geraldoalckmin/status/1008684036015972354,74215006,2018-06-18 12:13:09+00:00,Mon Jun 18 12:13:09 +0000 2018,#equipeGA,,,https://www.facebook.com/geraldoalckmin/videos/10158142436352837/
geraldoalckmin,,"Todo mundo junto vendo o Brasil! A vitória não veio, mas estamos unidos e confiantes na seleção. Boa sorte para Tite e jogadores!",16,239,79,1008457172307636224,https://twitter.com/geraldoalckmin/status/1008457172307636224,74215006,2018-06-17 21:11:40+00:00,Sun Jun 17 21:11:40 +0000 2018,,,,
geraldoalckmin,,"Não importa que um jogador seja do Inter ou do Grêmio, do Bahia ou do Vitória, do Atlético ou do Cruzeiro. A Seleção vai mais longe quando todos deixam as diferenças de lado e se unem em torno do mesmo objetivo: #JuntosPeloBrasil, #UnidosPorVocê. Boa sorte, Seleção! #equipeGA",27,220,53,1008398119401394176,https://twitter.com/geraldoalckmin/status/1008398119401394176,74215006,2018-06-17 17:17:01+00:00,Sun Jun 17 17:17:01 +0000 2018,#JuntosPeloBrasil #UnidosPorVoc #equipeGA,,,
geraldoalckmin,,"As fake news tiveram um efeito devastador em democracias pelo mundo. Criamos um canal para que isso não se repita no Brasil! Se encontrar uma mentira por aí, denuncie! http://Alckm.in/denuncie #equipeGA",63,268,160,1007720504122331136,https://twitter.com/geraldoalckmin/status/1007720504122331136,74215006,2018-06-15 20:24:25+00:00,Fri Jun 15 20:24:25 +0000 2018,#equipeGA,,,http://Alckm.in/denuncie
geraldoalckmin,,"Chegando de viagens, nada melhor do que ser recepcionado dessa forma em São Paulo. Impossível não se contagiar por essa energia. Agradeço a todas e todos pelo apoio! A intolerância e o preconceito não calarão as muitas vozes que querem um Brasil melhor. http://alckm.in/apoio",108,712,1223,1007409074554753025,https://twitter.com/geraldoalckmin/status/1007409074554753025,74215006,2018-06-14 23:46:54+00:00,Thu Jun 14 23:46:54 +0000 2018,,,,http://alckm.in/apoio
geraldoalckmin,,"Obrigado, presidente Fernando Henrique. Vamos juntos novamente colocar o Brasil no rumo certo!",102,508,225,1007403571875282945,https://twitter.com/geraldoalckmin/status/1007403571875282945,74215006,2018-06-14 23:25:02+00:00,Thu Jun 14 23:25:02 +0000 2018,,,,
geraldoalckmin,,Quem está preparado para fazer o Brasil voltar a crescer? http://bit.ly/apoioGA #equipeGA #JuntosPeloBrasil #UnidosPorVocê,27,142,89,1007311603761664000,https://twitter.com/geraldoalckmin/status/1007311603761664000,74215006,2018-06-14 17:19:35+00:00,Thu Jun 14 17:19:35 +0000 2018,#equipeGA #JuntosPeloBrasil #UnidosPorVoc,,,http://bit.ly/apoioGA
geraldoalckmin,,"Para melhorar a vida dos brasileiros, precisamos de alguém com preparo, equilíbrio e capacidade de diálogo. Só há um pré-candidato com essas três características. Veja o que seus companheiros têm a dizer sobre ele. #equipeGA #JuntosPeloBrasil #UnidosPorVocê",56,247,217,1006951128205021189,https://twitter.com/geraldoalckmin/status/1006951128205021189,74215006,2018-06-13 17:27:11+00:00,Wed Jun 13 17:27:11 +0000 2018,#equipeGA #JuntosPeloBrasil #UnidosPorVoc,,,
geraldoalckmin,HiltonJrReal,"Olá, Hilton! Estivemos aí na semana passada, mas avisaremos quando voltarmos, ok? Temos dois canais para facilitar o recebimento de informações. O site Eu Apoio: https://bit.ly/2Jm7qx2 e também pelo whatsApp: (11) 945687610. Obrigado!",0,0,0,1006929776232337408,https://twitter.com/geraldoalckmin/status/1006929776232337408,74215006,2018-06-13 16:02:21+00:00,Wed Jun 13 16:02:21 +0000 2018,,,,https://bit.ly/2Jm7qx2
geraldoalckmin,,"Veja palestra desta manhã em Florianópolis, no Congresso de Prefeitos da Federação Catarinense dos Municípios (Fecam). https://goo.gl/iAi82B #equipeGA",15,57,12,1006920474042011648,https://twitter.com/geraldoalckmin/status/1006920474042011648,74215006,2018-06-13 15:25:23+00:00,Wed Jun 13 15:25:23 +0000 2018,#equipeGA,,,https://goo.gl/iAi82B
geraldoalckmin,,Quero dar os meus parabéns à @maragabrilli pela grande conquista de hoje. Ela acaba de se tornar a primeira brasileira eleita para o Comitê da ONU sobre os Direitos das Pessoas com Deficiência. Um grande reconhecimento pelo seu trabalho!,75,567,44,1006677548049272832,https://twitter.com/geraldoalckmin/status/1006677548049272832,74215006,2018-06-12 23:20:05+00:00,Tue Jun 12 23:20:05 +0000 2018,,@maragabrilli,,
geraldoalckmin,,.@jairbolsonaro,1030,3546,1679,1004817876262453249,https://twitter.com/geraldoalckmin/status/1004817876262453249,74215006,2018-06-07 20:10:24+00:00,Thu Jun 07 20:10:24 +0000 2018,,@jairbolsonaro,,
geraldoalckmin,jairbolsonaro,#equipeGA,23,126,56,1004817621211115525,https://twitter.com/geraldoalckmin/status/1004817621211115525,74215006,2018-06-07 20:09:24+00:00,Thu Jun 07 20:09:24 +0000 2018,#equipeGA,,,
geraldoalckmin,,https://www.geraldoalckmin.com.br/2017/10/25/alckmin-nao-e-o-santo-na-lista-da-odebrecht/,71,170,144,1004741966708527105,https://twitter.com/geraldoalckmin/status/1004741966708527105,74215006,2018-06-07 15:08:46+00:00,Thu Jun 07 15:08:46 +0000 2018,,,,https://www.geraldoalckmin.com.br/2017/10/25/alckmin-nao-e-o-santo-na-lista-da-odebrecht/
geraldoalckmin,,"Bolsonaro foge dos debates porque não tem o que dizer. Fugiu também da sabatina da Folha. Convido a imprensa a procurar propostas sobre segurança pública em seu site. Nada até agora. Me acusa de ser o “santo” quando sabe que se trata de fake news. Covardia, leviandade ou os dois?",351,1643,1252,1004740470562611201,https://twitter.com/geraldoalckmin/status/1004740470562611201,74215006,2018-06-07 15:02:50+00:00,Thu Jun 07 15:02:50 +0000 2018,,,,
geraldoalckmin,,Sabatina ao vivo agora no @correio. Acompanhe! https://www.facebook.com/correiobraziliense/videos/1874161092630212/ #equipeGA,16,101,43,1004508822013120512,https://twitter.com/geraldoalckmin/status/1004508822013120512,74215006,2018-06-06 23:42:20+00:00,Wed Jun 06 23:42:20 +0000 2018,#equipeGA,@correio,,https://www.facebook.com/correiobraziliense/videos/1874161092630212/
geraldoalckmin,,"Não conheço as propostas do Bolsonaro para segurança pública, mas faço o convite. Vamos debater sobre segurança?",267,1533,946,1004424438534766598,https://twitter.com/geraldoalckmin/status/1004424438534766598,74215006,2018-06-06 18:07:02+00:00,Wed Jun 06 18:07:02 +0000 2018,,,,
geraldoalckmin,,"Criaremos uma Guarda Nacional, Militar e Federal, apta a cobrir emergências de segurança em qualquer ponto do território. Hoje, a responsabilidade pelo combate é só dos Estados, que lutam com recursos desiguais. Isso vai mudar. O Brasil vai vencer o crime.",27,115,102,1004423016825094144,https://twitter.com/geraldoalckmin/status/1004423016825094144,74215006,2018-06-06 18:01:23+00:00,Wed Jun 06 18:01:23 +0000 2018,,,,
geraldoalckmin,,"O crime que atormenta as cidades passa pelas fronteiras abertas. O controle delas integrará PF, polícias estaduais e municípios. Contra homicídios, haverá metas nacionais de elucidação e redução e normas para aprimorar integração e procedimentos policiais nos Estados.",25,88,36,1004422920263872512,https://twitter.com/geraldoalckmin/status/1004422920263872512,74215006,2018-06-06 18:01:00+00:00,Wed Jun 06 18:01:00 +0000 2018,,,,
geraldoalckmin,,"Temos que virar o jogo contra o crime. A epidemia nacional de homicídios acaba de quebrar novo recorde: mais de 62 mil mortos num ano. É o governo federal, ausente há décadas, que tem de liderar essa virada. Hoje, no Rio, lançamos nossa proposta nacional de segurança pública.",32,210,98,1004422803603492865,https://twitter.com/geraldoalckmin/status/1004422803603492865,74215006,2018-06-06 18:00:32+00:00,Wed Jun 06 18:00:32 +0000 2018,,,,
geraldoalckmin,,Artigo publicado na Folha hoje traz à tona a verdade sobre a investigação das denúncias de caixa dois da CCR. Não há menção a Geraldo Alckmin no inquérito que trata do caso. Artigo publicado na Folha: http://bit.ly/artigoFSP Inquérito: http://bit.ly/InqueritoCCR #equipeGA,125,386,136,1003282781638717441,https://twitter.com/geraldoalckmin/status/1003282781638717441,74215006,2018-06-03 14:30:29+00:00,Sun Jun 03 14:30:29 +0000 2018,#equipeGA,,,"http://bit.ly/artigoFSP,http://bit.ly/InqueritoCCR"
geraldoalckmin,,"Com a saída de Pedro Parente, o importante nesse momento é não desperdiçar o trabalho de recuperação da Petrobras. Precisamos definir uma política de preços de combustíveis que, preservando a empresa, proteja os consumidores.",120,610,447,1002571016521113600,https://twitter.com/geraldoalckmin/status/1002571016521113600,74215006,2018-06-01 15:22:11+00:00,Fri Jun 01 15:22:11 +0000 2018,,,,
geraldoalckmin,,"Ódio dos radicais trará caos, não mudança. Temos que estar atentos com aqueles que jogam combustível no incêndio para depois aparecerem vestidos de bombeiros.",169,791,284,1001842718589497344,https://twitter.com/geraldoalckmin/status/1001842718589497344,74215006,2018-05-30 15:08:12+00:00,Wed May 30 15:08:12 +0000 2018,,,,
geraldoalckmin,,"O Brasil precisa voltar a funcionar. A população não pode pagar pelo oportunismo de candidatos, presos ou soltos, que estão usando a crise para se cacifar.",240,1124,744,1001633850961944576,https://twitter.com/geraldoalckmin/status/1001633850961944576,74215006,2018-05-30 01:18:14+00:00,Wed May 30 01:18:14 +0000 2018,,,,
geraldoalckmin,,"Falei hoje mais cedo sobre a greve dos caminhoneiros. Precisamos criar mecanismos permanentes para que esse problema não se repita. Com um colchão tributário, vamos nos proteger de grandes oscilações. O que não podemos fazer é aumentar impostos.",70,442,234,1001146563975155712,https://twitter.com/geraldoalckmin/status/1001146563975155712,74215006,2018-05-28 17:01:55+00:00,Mon May 28 17:01:55 +0000 2018,,,,
geraldoalckmin,,Ao vivo no Fórum Combate à Ilegalidade. Acompanhe!,7,52,100,999662264969060352,https://twitter.com/geraldoalckmin/status/999662264969060352,74215006,2018-05-24 14:43:51+00:00,Thu May 24 14:43:51 +0000 2018,,,,https://www.facebook.com/Exame/videos/10156422673348953/
geraldoalckmin,,,37,134,196,999381189826883584,https://twitter.com/geraldoalckmin/status/999381189826883584,74215006,2018-05-23 20:06:57+00:00,Wed May 23 20:06:57 +0000 2018,,,,http://www1.folha.uol.com.br/poder/2018/01/1948526-patrimonio-de-jair-bolsonaro-e-filhos-se-multiplica-na-politica.shtml
geraldoalckmin,,"Nos meus mais de 40 anos de vida pública, não enriqueci, tampouco recebi benefícios indevidos. Tenho trabalho para mostrar. http://www1.folha.uol.com.br/poder/2018/01/1948526-patrimonio-de-jair-bolsonaro-e-filhos-se-multiplica-na-politica.shtml",50,211,221,999380817787965440,https://twitter.com/geraldoalckmin/status/999380817787965440,74215006,2018-05-23 20:05:29+00:00,Wed May 23 20:05:29 +0000 2018,,,,"http://www1.folha.uol.com.br/poder/2018/01/1948526-patrimonio-de-jair-bolsonaro-e-filhos-se-multiplica-na-politica.shtml,http://www1.folha.uol.com.br/poder/2018/01/1948729-com-imovel-proprio-bolsonaro-ganha-auxilio-moradia-da-camara.shtml"
